filename,abs_filepath,emotion
Ses01M_impro04_F015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F015.wav,Frustration Neutral
Ses01M_impro04_F001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F001.wav,Surprise Frustration Neutral
Ses01M_impro04_F017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F017.wav,Neutral
Ses01M_impro04_F003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F003.wav,Frustration Neutral
Ses01M_impro04_M022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M022.wav,Anger Frustration
Ses01M_impro04_M023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M023.wav,Anger Frustration
Ses01M_impro04_F002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F002.wav,Frustration Neutral
Ses01M_impro04_F016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F016.wav,Frustration Neutral
Ses01M_impro04_F012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F012.wav,Neutral
Ses01M_impro04_F006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F006.wav,Frustration Neutral
Ses01M_impro04_F007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F007.wav,Frustration Neutral
Ses01M_impro04_F013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F013.wav,Frustration Neutral
Ses01M_impro04_F005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F005.wav,Frustration Neutral
Ses01M_impro04_F011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F011.wav,Frustration Neutral
Ses01M_impro04_M018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M018.wav,Anger Frustration
Ses01M_impro04_M024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M024.wav,Anger Frustration
Ses01M_impro04_M025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M025.wav,Frustration Neutral
Ses01M_impro04_M019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M019.wav,Anger Frustration
Ses01M_impro04_F010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F010.wav,Frustration Neutral
Ses01M_impro04_F004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F004.wav,Frustration Neutral
Ses01M_impro04_F021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F021.wav,Neutral
Ses01M_impro04_F009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F009.wav,Frustration Neutral
Ses01M_impro04_M000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M000.wav,Anger Frustration Sadness
Ses01M_impro04_M014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M014.wav,Anger Frustration
Ses01M_impro04_M015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M015.wav,Anger Frustration
Ses01M_impro04_M001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M001.wav,Frustration
Ses01M_impro04_F008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F008.wav,Frustration Neutral
Ses01M_impro04_F020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F020.wav,Neutral
Ses01M_impro04_F022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F022.wav,Neutral
Ses01M_impro04_M017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M017.wav,Surprise Frustration
Ses01M_impro04_M003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M003.wav,Frustration
Ses01M_impro04_M002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M002.wav,Frustration
Ses01M_impro04_M016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M016.wav,Anger Frustration
Ses01M_impro04_F023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F023.wav,Frustration Neutral
Ses01M_impro04_M012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M012.wav,Frustration
Ses01M_impro04_M006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M006.wav,Anger Frustration
Ses01M_impro04_M007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M007.wav,Anger Frustration
Ses01M_impro04_M013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M013.wav,Surprise Frustration
Ses01M_impro04_F018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F018.wav,Neutral
Ses01M_impro04_F024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F024.wav,Frustration Neutral
Ses01M_impro04_M005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M005.wav,Anger Frustration
Ses01M_impro04_M011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M011.wav,Excited Frustration
Ses01M_impro04_M010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M010.wav,Frustration
Ses01M_impro04_M004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M004.wav,Frustration
Ses01M_impro04_F025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F025.wav,Frustration Neutral
Ses01M_impro04_F019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F019.wav,Neutral
Ses01F_script01_3_F032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F032.wav,Sadness Other
Ses01F_script01_3_F026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F026.wav,Sadness Other
Ses01F_script01_3_M013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M013.wav,Surprise Happiness
Ses01F_script01_3_M007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M007.wav,Excited Neutral
Ses01F_script01_3_M006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M006.wav,Surprise Happiness
Ses01F_script01_3_M012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M012.wav,Happiness Sadness
Ses01F_script01_3_F027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F027.wav,Sadness Other
Ses01F_script01_3_F033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F033.wav,Excited Other
Ses01F_script01_3_F025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F025.wav,Sadness Other
Ses01F_script01_3_F031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F031.wav,Neutral
Ses01F_script01_3_F019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F019.wav,Happiness
Ses01F_script01_3_M004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M004.wav,Happiness Neutral
Ses01F_script01_3_M010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M010.wav,Fear Excited
Ses01F_script01_3_M038,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M038.wav,Excited Neutral
Ses01F_script01_3_M011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M011.wav,Fear Happiness
Ses01F_script01_3_M005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M005.wav,Excited Neutral
Ses01F_script01_3_F018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F018.wav,Excited
Ses01F_script01_3_F030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F030.wav,Surprise Sadness
Ses01F_script01_3_F024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F024.wav,Sadness Other
Ses01F_script01_3_F008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F008.wav,Happiness Neutral
Ses01F_script01_3_F020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F020.wav,Excited Happiness
Ses01F_script01_3_F034,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F034.wav,Excited Other
Ses01F_script01_3_M029,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M029.wav,Sadness
Ses01F_script01_3_M001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M001.wav,Excited Neutral
Ses01F_script01_3_M015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M015.wav,Happiness
Ses01F_script01_3_M014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M014.wav,Surprise Happiness
Ses01F_script01_3_M000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M000.wav,Excited Neutral
Ses01F_script01_3_M028,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M028.wav,Sadness
Ses01F_script01_3_F035,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F035.wav,Happiness Neutral
Ses01F_script01_3_F021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F021.wav,Happiness
Ses01F_script01_3_F009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F009.wav,Happiness Neutral
Ses01F_script01_3_F023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F023.wav,Fear Other
Ses01F_script01_3_M016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M016.wav,Happiness
Ses01F_script01_3_M002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M002.wav,Happiness Sadness
Ses01F_script01_3_M003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M003.wav,Happiness Neutral
Ses01F_script01_3_M017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M017.wav,Happiness
Ses01F_script01_3_F022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F022.wav,Happiness Neutral
Ses01F_script01_3_F013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F013.wav,Happiness
Ses01F_script01_3_F007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F007.wav,Happiness Neutral
Ses01F_script01_3_M032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M032.wav,Frustration Sadness
Ses01F_script01_3_M026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M026.wav,Sadness
Ses01F_script01_3_M027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M027.wav,Sadness
Ses01F_script01_3_M033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M033.wav,Sadness
Ses01F_script01_3_F006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F006.wav,Happiness Neutral
Ses01F_script01_3_F012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F012.wav,Happiness
Ses01F_script01_3_F004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F004.wav,Happiness Neutral
Ses01F_script01_3_F010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F010.wav,Excited Happiness
Ses01F_script01_3_M025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M025.wav,Frustration Sadness
Ses01F_script01_3_M031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M031.wav,Frustration Sadness
Ses01F_script01_3_M019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M019.wav,Excited Happiness
Ses01F_script01_3_M018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M018.wav,Excited
Ses01F_script01_3_M030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M030.wav,Sadness
Ses01F_script01_3_M024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M024.wav,Sadness
Ses01F_script01_3_F011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F011.wav,Happiness
Ses01F_script01_3_F005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F005.wav,Happiness Neutral
Ses01F_script01_3_F029,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F029.wav,Sadness Neutral
Ses01F_script01_3_F001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F001.wav,Happiness Neutral
Ses01F_script01_3_F015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F015.wav,Sadness Neutral
Ses01F_script01_3_M008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M008.wav,Happiness
Ses01F_script01_3_M020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M020.wav,Happiness
Ses01F_script01_3_M034,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M034.wav,Frustration Sadness
Ses01F_script01_3_M035,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M035.wav,Frustration Sadness
Ses01F_script01_3_M021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M021.wav,Sadness
Ses01F_script01_3_M009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_M009.wav,Excited Happiness
Ses01F_script01_3_F014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F014.wav,Happiness Neutral
Ses01F_script01_3_F000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01F_script01_3/Ses01F_script01_3_F000.wav,Happiness Neutral
